"100168227",NAIROBI_MOUNTAIN_VIEW_THIONGO_2G,478
"100168420",NAIROBI_RTI_SOUTH_B_4G,954
"100168630",NAIROBI_OLD_DONHOLM_2G,278
"100168960",NAIROBI_BARCLAYS_PLAZA_2G,206
"100169400",NAIROBI_SDA_CLINIC_LIKONI_ROAD_4G,18
"100170576",NAIROBI_MATHARE_RIVER_2G,610
"100171077",NAIROBI_DEVANI_MUKURU_3G,
"100172523",NAIROBI_KAYOLE_NORTH_AIC_2G,2202
"100172658",NAIROBI_NGARA_4G,58
"100172856",NAIROBI_ORIENTAL_MILLERS_3G,5322
"100172940",NAIROBI_MAB_EASTLEIGH_3G,2048
"100173003",NAIROBI_EMBASSY_HOUSE_4G,2410
"100173234",NAIROBI_GOLDEN_GATE_CLOSE_4G,5494
"100173383",NAIROBI_MATHARE_RIVER_3G,138
"100173574",NAIROBI_MAB_EASTLEIGH_2G,260
"100173725",RUAKA_MURUGU_GROOVE_4G,100
"100174573",NAIROBI_EMBAKASI_KIWANJA_2G,94
"100174595",NAIROBI_REGEN_2G,2402
"100175366",NAIROBI_TASSIA_2_ESTATE_2G,152
"100175498",NAIROBI_NJIRU_2G,
"100177061",NAIROBI_TENA_2G,248
"100179934",NAIROBI_EASTLEIGH_SECTION_2_2G,0
"100180256",NAIROBI_LORESHO_NEW_2G,650
"100181238",WANGIGE_MARKET_2G,58
"100182484",NAIROBI_MBOTELA_2G,134
"100183728",NAIROBI_MUTHAIGA_4G,740
"100184370",NAIROBI_HURUMA_3G,282
"100184965",NAIROBI_FRIENDS_CHURCH_MARINGO_2G,66
"100186422",NAIROBI_UMOJA_MOI_DRIVE_2G,100
"100186903",NAIROBI_DEVANI_MUKURU_4G,6758
"100187512",NAIROBI_AIRPORT_NORTH_ROAD_4G,2018
"100188342",NAIROBI_KWA_NJENGA_MOSQUE_2G,280
"100188386",NAIROBI_NANYUKI_ROAD_4G,9118
"100188434",NAIROBI_EMBAKASI_KIWANJA_3G,156
"100188584",NAIROBI_EXPRESS_NEW_3G,122
"100189500",NAIROBI_UMOJA_IC_4G,1480
"100189526",NAIROBI_NJIRU_3G,360
"100189690",NAIROBI_BURUBURU_FARM_NJIRU_3G,2868
"100189823",NAIROBI_BURUBURU_PHASE_II_4G,830
"100191298",NAIROBI_KAYOLE_PATANISHO_2G,1116
"100191463",NAIROBI_DEVANI_MUKURU_4G,2928
"100191885",NAIROBI_UTAWALA_ZEBRA_3G,56
"100191904",KAHUHO_NEW_ATC_2G,356
"100193179",NAIROBI_UTAWALA_GITHUNGURI_4G,
"100193788",NAIROBI_SURVEY_OF_KENYA_2G,1076
"100195703",NAIROBI_TASSIA_IMPROVEMENT_2_4G,514
"100196127",NAIROBI_KAYOLE_2G,830
"100196736",NAIROBI_INDUSTRIAL_AREA_NEW_2G,818
"100197192",NAIROBI_KAYOLE_SOWETO_2G,158
"100197909",NAIROBI_MAB_EASTLEIGH_4G,1834
"100198177",NAIROBI_NYAYO_EMBAKASI_4G,
"100198203",NAIROBI_KWA_NJENGA_MOSQUE_4G,878
"100198287",NAIROBI_PANGANI_NEW_2G,344
"100198313",NAIROBI_KIHARA_RED_HILL_2G,196
"100198317",NYATHUNA_2G,344
"100198393",NAIROBI_EMBAKASI_KIWANJA_3G,1952
"100199146",NAIROBI_AIRPORT_NORTH_ROAD_2G,200
"100199403",NAIROBI_MOUNTAIN_VIEW_4G,5870
"100201041",NAIROBI_INNERCORE_2G,1384
"100203021",UTHIRU_KAGONDO_2G,94
"100203380",NAIROBI_MATHARE_3G,570
"100204298",NAIROBI_EMBAKASI_KIWANJA_3G,
"100204496",NAIROBI_UHURU_ESTATE_2G,
"100205168",NAIROBI_PUMWANI_ESTATE_2G,
"100205266",NAIROBI_EMBASSY_HOUSE_2G,252
"100205564",NAIROBI_KARIAKOR_4G,1508
"100206357",NAIROBI_UTAWALA_GITHUNGURI_ATC_2G,136
"100206599",NAIROBI_MATHARE_2G,88
"100206676",NAIROBI_FAITH_HOMES_ACADEMY_4G,408
"100207186",NDENDERU_3G,1226
"100207303",NAIROBI_KANGEMI_2G,12
"100207858",NAIROBI_FAITH_HOMES_ACADEMY_2G,44
"100211245",NAIROBI_KAYOLE_SOWETO_CATHOLIC_2G,870
"100212077",NAZARETH_2G,366
"100212341",KAHUHO_3G,
"100212583",ORANGE_KIAMBU_KAWAIDA_3G,1224
"100212763",NAIROBI_RUAI_4G,20
"100213540",NAIROBI_TEMPLES_2G,
"100213621",NAIROBI_SINAI_SLUMS_2G,
"100215937",NAIROBI_AVENUE_PARK_2G,472
"100216026",NAIROBI_PIPELINE_LENANA_2G,
"100216400",NAIROBI_PIPELINE_LENANA_4G,1192
"100216782",NAIROBI_UHURU_ESTATE_2G,58
"100216926",NAIROBI_UTAWALA_ZEBRA_3G,242
"100217694",NAIROBI_HARAMBEE_ESTATE_2G,14
"100220248",NAIROBI_NCC_KOMAROCK_3G,330
"100221307",NAIROBI_MACHAKOS_ROAD_4G,2658
"100223008",NAIROBI_EXPRESS_NEW_3G,220
"100223011",NAIROBI_RTI_SOUTH_B_3G,154
"100224077",NAIROBI_KWA_NJENGA_MOSQUE_4G,116
"100224176",NAIROBI_REGEN_2G,
"100224877",NAIROBI_KAYOLE_NORTH_AIC_2G,308
"100226164",NAIROBI_UMOJA_INNERCORE_4G,900
"100226230",NAIROBI_THEEVAN_ENTERPRISE_2G,396
"100227529",NAIROBI_MAB_EASTLEIGH_3G,1130
"100228429",NAIROBI_UTAWALA_GITHUNGURI_ATC_2G,108
"100229764",NAIROBI_THEEVAN_ENTERPRISE_2G,242
"100232289",NAIROBI_MOUNTAIN_VIEW_2G,422
"100232354",NAIROBI_MOUNTAIN_VIEW_4G,
"100232464",NAIROBI_UON_LOWER_KABETE_3G,
"100232509",NAIROBI_REGEN_2G,1472
"100232696",NAIROBI_MOUNTAIN_VIEW_2G,4
"100235429",NAIROBI_EASTLEIGH_4G,362
"100235535",NAIROBI_MARKET_2G,96
"100235829",NAIROBI_EASTLEIGH_1ST_STREET_2G,418
"100235968",WANGIGE_2G,1622
"100236894",NAIROBI_RUNDA_POLICE_3G,978
"100237238",NAIROBI_AVENUE_PARK_2G,60
"100240939",NAIROBI_KIMATHI_HOUSE_3G,
"100242452",NAIROBI_PANGANI_HOMBE_ROAD_3G,
"100243127",NAIROBI_MBOTELA_3G,836
"100243579",NAIROBI_RUNDA_POLICE_4G,
"100244185",NYATHUNA_3G,1358
"100244358",NAIROBI_RUNDA_POLICE_2G,474
"100244794",NAIROBI_SUNRAYS_4G,70
"100245178",NAIROBI_MATHARE_2G,728
"100246383",NAIROBI_TASSIA_KIJIJI_3G,1220
"100246493",NAIROBI_MARIAKANI_SOUTH_B_4G,1670
"100247226",NAIROBI_MUSEUM_HILL_4G,746
"100247589",JOSKA_CENTRE_2G,
"100248089",NAIROBI_EASTLEIGH_SECTION_2_2G,748
"100248126",NAIROBI_EMBAKASI_KIWANJA_2G,100
"100248204",NAIROBI_AVENUE_PARK_3G,
"100248287",NAIROBI_TASSIA_PINES_MAKUTI_4G,
"100248298",NAIROBI_AIRPORT_NORTH_ROAD_2G,120
"100248849",NAIROBI_LUMUMBA_4G,116
"100249571",NAIROBI_INNERCORE_3G,
"100249913",NAIROBI_MIHANGO_KARANGITA_4G,224
"100250911",NAIROBI_ORIENTAL_MILLERS_2G,220
"100252424",NAIROBI_GREENFIELD_4G,500
"100252501",NAIROBI_KAYOLE_SOWETO_2G,988
"100252535",NAIROBI_KAYOLE_NORTH_AIC_3G,236
"100252710",NAIROBI_UTAWALA_SHOPPING_CENTER_2G,14
"100253641",NAIROBI_NGARA_2G,20
"100253808",NAIROBI_TIMES_TOWER_IBS_4G,182
"100253972",JOSKA_CENTRE_2G,164
"100254582",NAIROBI_PIPELINE_MICRO_2G,164
"100255114",NAIROBI_UMOJA2_B_CENTER_4G,534
"100255751",NAIROBI_PIPELINE_LENANA_4G,950
"100256053",KINOO_SOUTH_4G,7524
"100256175",NAIROBI_UTALII_4G,180
"100256348",NAIROBI_UMOJA_PHASE_II_2G,1616
"100256807",RUMINYI_KIAMBU_4G,1004
"100256814",NAIROBI_AVENUE_PARK_2G,456
"100257054",NAIROBI_NJIRU_2G,616
"100257197",NAIROBI_UTAWALA_MIHANGO_4G,560
"100257539",NAIROBI_UMOJA_IMPROVEMENT_2_2G,1406
"100257641",NAIROBI_NCC_KOMAROCK_2G,1350
"100257678",NAIROBI_GIKOMBA_2G,82
"100257681",NAIROBI_PUMWANI_NEW_2G,376
"100257737",NAIROBI_UMOJA_IMPROVEMENT_2_4G,1690
"100258406",NAIROBI_KAYOLE_SOWETO_2G,860
"100258552",NAIROBI_KWA_NJENGA_MOSQUE_4G,520
"100258574",NAIROBI_KAYOLE_IMPROVEMENT_2_2G,80
"100258611",NAIROBI_TASSIA_2_ESTATE_2G,444
"100258707",MUCHATHA_VILLAGE_4G,530
"100259543",NAIROBI_RAILWAYS_HEADQUARTERS_4G,2836
"100260081",NAIROBI_CALIFORNIA_2G,114
"100260086",NAIROBI_KAYOLE_RASTA_2G,1194
"100260347",NAIROBI_GREENFIELD_4G,388
"100260607",NAIROBI_NEW_FEDHA_2G,1476
"100260637",NAIROBI_REGEN_2G,922
"100260904",NAIROBI_LIKONI_ROAD_2G,104
"100261043",NAIROBI_ORIENTAL_MILLERS_2G,180
"100261486",NAIROBI_KIHARA_3G,4048
"100262472",NAIROBI_RUAI_TKL_3G,
"100264312",UTHIRU_KAGONDO_2G,
"100264344",NAIROBI_NJIRU_4G,2080
"100264883",NAIROBI_TASSIA_KIJIJI_2G,98
"100264890",NAIROBI_HURUMA_KIAMAIKO_4G,308
"100265092",NAIROBI_FOREST_ROAD_NEW_2G,58
"100265409",RUMINYI_KIAMBU_4G,1406
"100266469",NAIROBI_BURUBURU_PHASE_II_4G,2
"100266825",NAIROBI_MATER_HOSPITAL_NEW_2G,348
"100268959",NAIROBI_SAVANNA_4G,900
"100269374",WANGIGE_MARKET_4G,558
"100270588",NAIROBI_MOUNTAIN_VIEW_2G,58
"100271805",KINGEERO_4G,
"100271852",NAIROBI_KANGEMI_2G,294
"100273483",NAIROBI_INDUSTRIAL_AREA_RT_BUILDING_4G,490
"100274956",NAIROBI_JOMO_KENYATTA_AIRPORT_4G,678
"100275169",NAIROBI_KAYOLE_2G,38
"100275297",NAIROBI_SOLIDARITY_STREET_2G,838
"100275300",NAIROBI_KAYOLE_SOWETO_CATHOLIC_2G,212
"100275338",NAIROBI_KAYOLE_2G,
"100275396",NAIROBI_UTAWALA_GITHUNGURI_2G,1086
"100275488",NAIROBI_EMBAKASI_IMPROVEMENT_2G,120
"100275587",NAIROBI_KAYOLE_SOWETO_2G,16
"100276325",NAIROBI_THEEVAN_ENTERPRISE_3G,628
"100276963",NAIROBI_MATHARE_RIVER_2G,1444
"100278047",NAIROBI_NANYUKI_ROAD_2G,698
"100278407",KIAMBAA_4G,200
"100278630",NAIROBI_THEEVAN_ENTERPRISE_4G,1296
"100278766",NAIROBI_HURUMA_2G,632
"100279058",Nairobi_Pangani_Hombe_Road_2G,2250
"100279069",NAIROBI_UTAWALA_SHOPPING_CENTER_3G,426
"100280205",NAIROBI_KIJABE_STREET_4G,386
"100280484",NAIROBI_EASTLEIGH_1ST_STREET_2G,
"100280819",NAIROBI_BANANA_2G,152
"100280903",NAIROBI_RUAI_3G,
"100281313",NAIROBI_MIHANGO_KARANGITA_3G,574
"100281488",NAIROBI_KAYOLE_RASTA_3G,20
"100282607",NAIROBI_GIKOMBA_2G,92
"100282867",NAIROBI_SHAURIMOYO_4G,514
"100283556",GATHANGA_ORANGE_3G,1370
"100283790",NAIROBI_BUSIA_ROAD_4G,1896
"100283853",NAIROBI_KANGEMI_4G,1308
"100284081",NAIROBI_TASSIA_PINES_MAKUTI_4G,40
"100284225",KIAMBAA_CENTER_3G,2242
"100284236",NAIROBI_SURVEY_OF_KENYA_4G,1992
"100285240",NAIROBI_UTAWALA_FAGILIA_2G,214
"100286173",NAIROBI_AIRPORT_NORTH_ROAD_4G,1950
"100289105",NAIROBI_RUAI_POLICE_STATION_2G,836
"100289321",NAIROBI_MATHARE_2G,1528
"100289379",NAIROBI_MUKURU_KWA_RUBEN_3G,306
"100290162",NAIROBI_MATHARE_RIVER_3G,492
"100290261",NAIROBI_MBOTELA_3G,6
"100290286",NAIROBI_TASSIA_KIJIJI_2G,604
"100290679",NAIROBI_MATHARE_RIVER_2G,1250
"100290837",NAIROBI_MATHARE_2G,190
"100291082",NAIROBI_HURUMA_NGEI_3G,730
"100291549",NAIROBI_UTHIRU_MUTHUA_4G,12
"100291592",NAIROBI_KARIAKOR_2G,1048
"100291846",NAIROBI_FACTORY_4G,5670
"100292513",NAIROBI_KANGEMI_ROAD_3G,138
"100295528",NAIROBI_RUAI_GREEN_SPRING_2G,946
"100296234",NAIROBI_PUMWANI_ESTATE_3G,108
"100297113",NAIROBI_AVENUE_PARK_2G,1672
"100297319",NAIROBI_KAYOLE_4G,620
"100297337",NAIROBI_CABANAS_NEW_4G,458
"100297634",NAIROBI_BURUBURU_FARM_NJIRU_2G,1396
"100297913",NAIROBI_9_WEST_BUILDING_IBS_4G,6010
"100298170",WANGIGE_MARKET_3G,1052
"100298181",NAIROBI_RUAI_TAMU_TAMU_2G,478
"100299033",NAIROBI_HURUMA_NGEI_4G,
"100300727",NAIROBI_LOWER_KABETE_POSTA_2G,338
"100301280",NAIROBI_KOMAROCK_IMPROVEMENT_4G,1710
"100301325",NAIROBI_AIRPORT_NORTH_ROAD_2G,
"100302094",NAIROBI_NCC_KOMAROCK_2G,486
"100302803",NAIROBI_MATHARE_RIVER_2G,482
"100303019",NAIROBI_EASTLEIGH_BIAFRA_2G,22
"100303224",NAIROBI_KANGEMI_4G,320
"100303514",NAIROBI_JERUSALEM_2G,254
"100304003",NAIROBI_EASTLEIGH_THSE_3G,1098
"100304468",NAIROBI_SCHOOL_4G,200
"100304916",RUAKA_SAFARICOM_2G,390
"100305524",NAIROBI_RUNDA_ESTATE_3G,874
"100306054",NAIROBI_9_WEST_BUILDING_IBS_4G,700
"100306252",MUCHATHA_VILLAGE_4G,100
"100306344",NAIROBI_MAB_EASTLEIGH_4G,4010
"100307378",KAMULU_STAGE_26_4G,2738
"100308420",KIBUTU_1_2G,70
"100308740",NAIROBI_HIGHRIDGE_3G,3180
"100311253",NAIROBI_BUSIA_ROAD_2G,170
"100311561",KINOO_SOUTH_4G,820
"100313750",RUAKA_3G,446
"100313773",NAIROBI_NGARA_REPEATER_3G,1798
"100314463",NAIROBI_KAYOLE_BAHATI_2G,1620
"100315018",KIAMBAA_ATC_2G,2782
"100315688",NAIROBI_UMOJA_4G,120
"100316394",NAIROBI_TASSIA_IMPROVEMENT_2_2G,40
"100316430",NAIROBI_TASSIA_KWARE_II_3G,368
"100318496",NAIROBI_FRIENDS_CHURCH_MARINGO_2G,548
"100319447",NAIROBI_THEEVAN_ENTERPRISE_3G,3108
"100319887",NAIROBI_KAYOLE_BAHATI_3G,
"100322011",NAIROBI_KAYOLE_NORTH_AIC_3G,66
"100322044",NAIROBI_UTHIRU_GICHAGI_4G,220
"100322440",NAIROBI_MUTHITHI_2G,538
"100324489",NAIROBI_PANGANI_NEW_3G,5872
"100325006",NAIROBI_MUKURU_TKL_2G,564
"100325082",NAIROBI_UTAWALA_SHOPPING_CENTER_3G,100
"100325163",NAIROBI_INDUSTRIAL_AREA_RT_BUILDING_2G,
"100325449",NAIROBI_JUJA_ROAD_3G,2030
"100325746",NAIROBI_PANGANI_NEW_2G,640
"100326051",NAIROBI_HURUMA_4G,2640
"100326856",NAIROBI_MATER_HOSPITAL_NEW_3G,708
"100326885",NAIROBI_EMBAKASI_KIWANJA_2G,
"100326908",NAIROBI_KAYOLE_2G,172
"100327218",NYATHUNA_3G,
"100328005",KINOO_ORANGE_4G,0
"100328279",NAIROBI_TELAVIV_4G,18
"100328543",NAIROBI_HURUMA_4G,750
"100328862",NAIROBI_LIBERTY_PLAZA_2G,218
"100329082",NAIROBI_KR_MAKONGENI_2G,92
"100331604",NAIROBI_SDA_CLINIC_LIKONI_ROAD_3G,0
"100331674",NAIROBI_AIRPORT_NORTH_ROAD_2G,1208
"100331773",NAIROBI_INDUSTRIAL_AREA_RT_BUILDING_2G,
"100331901",NAIROBI_ISK_KITISURU_3G,
"100332740",NAIROBI_INTERCONTINENTAL_2G,148
"100332850",NAIROBI_PIPELINE_LENANA_2G,128
"100332895",NAIROBI_KANGEMI_ROAD_3G,152
"100334164",NAIROBI_KAYOLE_NORTH_AIC_4G,252
"100335034",NAIROBI_LORESHO_KCCT_2G,720
"100335459",KINGEERO_2G,138
"100335642",NAIROBI_MATER_HOSPITAL_NEW_4G,386
"100337752",NAIROBI_REGEN_3G,5018
"100337859",NAIROBI_NEW_FEDHA_3G,840
"100337918",NAIROBI_UTAWALA_MIHANGO_2G,
"100338670",NAIROBI_UMOJA_2G,32
"100339537",NAIROBI_PUMWANI_NEW_4G,4522
"100339720",NAIROBI_MATHARE_RIVER_2G,22
"100339841",NAIROBI_KAMUKUNJI_TRADING_CENTRE_2G,7710
"100340122",NAIROBI_NGECHA_TOWN_2G,316
"100340657",NAIROBI_FRIENDS_CHURCH_MARINGO_3G,1560
"100340702",NDENDERU_3G,674
"100340731",NAIROBI_MAB_EASTLEIGH_2G,870
"100340844",KINOO_3G,646
"100341030",NAIROBI_SHAURIMOYO_2G,
"100341184",NAIROBI_UMOJA_INNERCORE_2G,186
"100341250",NYATHUNA_2G,864
"100341743",NAIROBI_HURUMA_2G,222
"100341941",NAIROBI_SURVEY_OF_KENYA_2G,1082
"100342006",NAIROBI_PUMWANI_NEW_4G,
"100342249",NAIROBI_MATHARE_4G,918
"100342552",NAIROBI_KAYOLE_IMPROVEMENT_2_4G,612
"100342766",NAIROBI_KIMATHI_HOUSE_4G,
"100343745",NAIROBI_UMOJA_2G,1170
"100344560",KIANJOGU_2G,
"100344704",NAIROBI_BANANA_4G,
"100344861",NAIROBI_SURVEY_OF_KENYA_3G,20
"100346197",NAIROBI_LUMUMBA_4G,204
"100346469",NAIROBI_MBOTELA_4G,3014
"100347494",NAIROBI_MBOTELA_2G,108
"100347692",NAIROBI_KAYOLE_SOWETO_CATHOLIC_2G,
"100347946",WANGIGE_MARKET_3G,1620
"100348428",NAIROBI_REGEN_2G,180
"100349525",NAIROBI_UON_LOWER_KABETE_3G,384
"100349668",NAIROBI_BURUBURU_PHASE_II_2G,400
"100349921",NAIROBI_KAYOLE_PHASE_1_NEW_2G,54
"100351289",RUAKA_SAFARICOM_2G,8
"100351292",MUTHAIGA_COUNTRY_CLUB_2G,
"100351366",NAIROBI_NJIRU_3G,262
"100351436",NAIROBI_MATHARE_2G,
"100351534",NAIROBI_NCC_KOMAROCK_2G,200
"100351564",KINOO_SOUTH_2G,20
"100351737",NAIROBI_MUTHURWA_3G,2102
"100353375",NAIROBI_MOI_AIR_BASE_3G,1816
"100353519",NAIROBI_UTAWALA_FAGILIA_4G,736
"100354187",WANGIGE_MARKET_2G,120
"100354351",NAIROBI_SHAURIMOYO_4G,926
"100354484",NAIROBI_JERICHO_4G,
"100354767",NAIROBI_LUMUMBA_2G,208
"100354961",NAIROBI_LUMUMBA_4G,1536
"100355037",NAIROBI_EASTLEIGH_1ST_STREET_4G,
"100355697",NAIROBI_FACTORY_2G,1282
"100356050",NAIROBI_KANGEMI_ROAD_4G,702
"100356822",NAIROBI_MAB_EASTLEIGH_3G,218
"100356921",NAIROBI_GURU_NANAK_2G,6
"100357587",NAIROBI_KWA_NJENGA_MOSQUE_2G,958
"100359269",NAIROBI_TASSIA_IMPROVEMENT_2_2G,202
"100359798",NAIROBI_UTAWALA_GITHUNGURI_ATC_3G,98
"100359933",MUCHATHA_VILLAGE_4G,4754
"100359962",NAIROBI_UTAWALA_SHOPPING_CENTER_4G,2876
"100360406",KAMULU_STAGE_26_3G,720
"100360483",NAIROBI_SAVANNA_4G,
"100360703",NAIROBI_HURUMA_NGEI_2G,56
"100361415",NAIROBI_BURUBURU_2G,
"100361593",NAIROBI_RUAI_TKL_2G,44
"100362628",JOSKA_JUNCTION_2G,20
"100362925",KAMULU_3G,360
"100363537",NAIROBI_INNERCORE_2G,692
"100363933",NAIROBI_RUAI_TKL_2G,2290
"100364122",NAIROBI_UTAWALA_SHOPPING_CENTER_4G,1940
"100364709",NAIROBI_NEW_CROSS_ROAD_4G,5214
"100364976",NAIROBI_RUAI_TKL_2G,284
"100365070",NAIROBI_UTHIRU_3G,1248
"100365291",RUAKA_4G,1280
"100365860",NAIROBI_EXPRESS_NEW_4G,802
"100365949",NAIROBI_RUAI_TKL_2G,96
"100366518",WANGIGE_MARKET_2G,94
"100366976",NAIROBI_UMOJA2_B_CENTER_4G,682
"100367325",NAIROBI_CALIFORNIA_4G,
"100367383",NAIROBI_KR_MAKONGENI_3G,234
"100367695",NAIROBI_EASTLEIGH_THSE_4G,1312
"100368104",NAIROBI_INNERCORE_3G,
"100368188",NAIROBI_MUKURU_KWA_RUBEN_2G,564
"100369636",NAIROBI_UTHIRU_AREA_4G,0
"100369841",NAIROBI_KIHARA_3G,12
"100370196",NAIROBI_TRANSAMI_3G,40
"100370358",NAIROBI_SURVEY_OF_KENYA_2G,314
"100370603",NAIROBI_INNERCORE_4G,2650
"100370790",NAIROBI_BUSIA_ROAD_2G,646
"100371255",NAIROBI_PUMWANI_NEW_2G,738
"100371468",NAIROBI_UMOJA_4G,5774
"100371545",NAIROBI_NANYUKI_ROAD_2G,10
"100372175",NAIROBI_EMBAKASI_KIWANJA_3G,98
"100372645",NAIROBI_KANGEMI_ROAD_2G,
